campaign_id,campaign_name,start_date,budget,spent_amount,impressions,clicks,conversions,campaign_status,campaign_type,end_date,target_audience
680,Prime Day Video Push 2025,2025-09-09,46096.03,46354.57,3859345.0,23073.0,362.0,Completed,Emily Rodriguez,,
681,Product Category Search 2024 #681,2026-02-21,74579.16,0.0,0.0,0.0,0.0,Planned,Laura Garcia,,
682,Summer Newsletter Campaign 2025,2024-11-04,9788.38,9047.8,609764.0,15674.0,1250.0,Completed,Jessica Martinez,,
683,Q1 Video Campaign 2023,2025-08-19,61490.01,59563.25,11047199.0,119186.0,3671.0,Completed,Stephanie Davis,,
684,Abandoned Cart Recovery 2023 #684,2025-08-23,9225.42,8394.39,448402.0,10741.0,804.0,Completed,Rachel Green,,
685,Loyalty Rewards Email 2025 #685,2025-10-31,802.14,367.97,34769.0,405.0,30.0,Active,Stephanie Davis,,
686,Fall Social Push 2023 #686,2025-04-01,79795.29,73175.47,9298868.0,61349.0,594.0,Completed,Andrew Thompson,,
687,Year End Social Campaign 2025 #687,2025-06-07,58418.27,191.96,11118.0,77.0,1.0,Cancelled,Sarah Johnson,,
688,Holiday Video Push 2025,2025-02-28,95131.46,96536.69,7703592.0,154166.0,2151.0,Completed,Kevin Brown,,
689,Product Category Search 2025 #689,2025-11-04,3047.46,1912.88,129835.0,7721.0,685.0,Paused,Michael Chen,,
690,Valentine Video Push 2025,2025-12-13,3026.41,648.12,32952.0,606.0,15.0,Paused,Sarah Johnson,,
691,Local Search Campaign 2024 #691,2025-09-17,6481.04,5653.13,813510.0,19260.0,1645.0,Completed,Kevin Brown,,
692,Loyalty SMS Campaign 2025,2026-01-14,4924.55,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
693,Birthday Special Campaign 2023 #693,2025-11-05,3163.64,1393.56,87898.0,954.0,59.0,Active,Emily Rodriguez,,
694,Summer Video Campaign 2024,2025-11-02,29226.77,15672.74,2145318.0,16665.0,669.0,Active,James Miller,,
695,Q2 Social Push 2025 #695,2025-10-05,41845.5,39041.96,6037649.0,165242.0,6433.0,Completed,Nicole Taylor,,
696,Remarketing Search 2025 #696,2026-01-04,46128.83,0.0,0.0,0.0,0.0,Planned,Brian Wilson,,
697,Product Launch Announcement 2023 #697,2025-12-06,7010.23,1002.83,52491.0,2705.0,96.0,Active,Andrew Thompson,,
698,New Customer Welcome Kit 2024,2025-03-21,19314.93,1471.03,NaN,NaN,NaN,Cancelled,Nicole Taylor,,
699,Retargeting Display 2025 #699,2025-07-02,41566.88,40887.06,2561622.0,18210.0,149.0,Completed,James Miller,,
700,Remarketing Search 2025 #700,2025-05-31,25931.68,22947.2,1804989.0,179609.0,10776.0,Completed,James Miller,,
701,Brand Awareness Drive 2024 #701,2025-11-24,43414.46,14963.23,1235672.0,35582.0,779.0,Active,David Kim,,
702,Valentine Banner Ads 2025 #702,2024-12-20,26912.89,26528.38,2953065.0,4000.0,144.0,Completed,Brian Wilson,,
703,New Arrivals Newsletter 2024 #703,2026-03-04,6941.99,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
704,Remarketing Search 2024 #704,2025-07-22,77643.73,73310.49,3706395.0,221376.0,5731.0,Completed,Andrew Thompson,,
705,Audience Display Campaign 2025 #705,2026-03-09,83539.12,0.0,0.0,0.0,0.0,Planned,Chris Anderson,,
706,Product Sample Mailing 2024,2025-11-18,30109.69,30934.14,NaN,NaN,NaN,Completed,Brian Wilson,,
707,Social Contest Campaign 2023 #707,2025-12-15,23785.81,6002.8,372052.0,6387.0,90.0,Active,James Miller,,
708,Prime Day Banner Ads 2023 #708,2025-02-23,46762.44,39863.46,5402260.0,28872.0,1180.0,Completed,Amanda Lee,,
709,Memorial Day Email Blast 2023,2025-04-03,7951.91,7894.33,779801.0,14154.0,1009.0,Completed,Brian Wilson,,
710,Abandoned Cart Recovery 2024 #710,2025-06-04,8446.97,7615.2,519232.0,39422.0,2118.0,Completed,Kevin Brown,,
711,Audience Display Campaign 2023 #711,2025-10-18,63006.87,65177.12,3429728.0,32274.0,1525.0,Completed,Brian Wilson,,
712,Tutorial Video Ads 2024 #712,2026-02-20,11433.25,0.0,0.0,0.0,0.0,Planned,Michael Chen,,
713,Product Showcase Social 2024 #713,2025-12-20,21372.88,967.43,164165.0,4819.0,217.0,Cancelled,Andrew Thompson,,
714,Abandoned Cart Recovery 2023 #714,2026-02-16,7616.75,0.0,0.0,0.0,0.0,Planned,Sarah Johnson,,
715,Retargeting Display 2025 #715,2026-02-13,89499.27,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
716,Customer Win-Back Email 2024 #716,2026-01-05,8029.96,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
717,Weekly Deals Newsletter 2024 #717,2025-04-07,4611.61,4276.89,246405.0,10539.0,493.0,Completed,Kevin Brown,,
718,Holiday Banner Ads 2024,2025-07-24,51560.25,54075.54,4010476.0,5605.0,102.0,Completed,Jessica Martinez,,
719,Loyalty Rewards Email 2023 #719,2025-08-22,9129.58,8828.91,823607.0,15876.0,743.0,Completed,Rachel Green,,
720,Remarketing Search 2023 #720,2025-09-21,68718.02,503.24,78769.0,3869.0,171.0,Cancelled,Nicole Taylor,,
721,Customer Win-Back Email 2024 #721,2025-05-19,2868.78,82.54,12233.0,330.0,25.0,Cancelled,Jessica Martinez,,
722,Summer Display Ads 2023 #722,2026-01-12,75556.59,0.0,0.0,0.0,0.0,Planned,David Kim,,
723,Prime Day Search Push 2023 #723,2026-02-28,4780.54,0.0,0.0,0.0,0.0,Planned,Michael Chen,,
724,Social Contest Campaign 2025 #724,2025-10-02,77876.14,12850.8,1378941.0,22600.0,892.0,Cancelled,Andrew Thompson,,
725,Product Showcase Social 2024 #725,2025-11-20,31684.42,22904.53,1793415.0,13990.0,151.0,Paused,Chris Anderson,,
726,Easter Social Campaign 2023,2025-08-04,80507.83,82755.89,5392976.0,130965.0,5913.0,Completed,Laura Garcia,,
727,Prime Day Search Push 2024 #727,2025-04-06,7197.93,7344.25,591577.0,29186.0,730.0,Completed,Brian Wilson,,
728,Abandoned Cart Recovery 2025 #728,2025-09-08,2314.74,2120.17,388822.0,15919.0,591.0,Completed,Amanda Lee,,
729,Retargeting Display 2024 #729,2025-12-11,87124.19,33964.44,2425658.0,21273.0,743.0,Active,Chris Anderson,,
730,Competitor Conquest 2025 #730,2025-06-20,27347.07,26710.03,2588212.0,103375.0,7117.0,Completed,Andrew Thompson,,
731,Order Update SMS 2025,2025-12-04,6826.89,1462.27,76647.0,5936.0,577.0,Paused,Laura Garcia,,
732,Brand Awareness Drive 2024 #732,2025-02-26,68186.81,68734.34,7504607.0,204869.0,5740.0,Completed,Brian Wilson,,
733,Product Showcase Social 2024 #733,2025-04-16,52458.16,42543.42,3420121.0,21049.0,605.0,Completed,Laura Garcia,,
734,Easter Email Blast 2024 #734,2026-03-22,2484.07,0.0,0.0,0.0,0.0,Planned,James Miller,,
735,Brand Awareness Display 2025 #735,2025-07-25,44162.23,39566.85,2148170.0,7272.0,174.0,Completed,Andrew Thompson,,
736,Community Engagement 2023 #736,2026-01-26,21861.12,0.0,0.0,0.0,0.0,Planned,Jessica Martinez,,
737,High Intent Keywords 2023 #737,2025-06-23,78663.26,64427.23,4645399.0,118993.0,10493.0,Completed,David Kim,,
738,Winter Display Ads 2025 #738,2025-03-01,21928.96,21639.25,1150591.0,9294.0,256.0,Completed,Nicole Taylor,,
739,Remarketing Search 2023 #739,2025-02-20,48613.95,44315.26,4084212.0,249624.0,7974.0,Completed,Sarah Johnson,,
740,Audience Display Campaign 2025 #740,2025-12-11,17309.95,1467.01,150309.0,1360.0,36.0,Cancelled,Nicole Taylor,,
741,Contextual Targeting 2023 #741,2025-07-29,65810.19,67274.86,6694053.0,54476.0,2396.0,Completed,Laura Garcia,,
742,Brand Keywords Campaign 2024 #742,2025-11-06,58374.62,36401.81,1857223.0,88932.0,3758.0,Active,Michael Chen,,
743,Shopping Ads Campaign 2024 #743,2025-11-10,34602.86,32433.77,2729995.0,93056.0,4999.0,Paused,Stephanie Davis,,
744,Labor Day Video Push 2024,2025-12-07,72539.68,12750.52,2433862.0,34073.0,1311.0,Active,Chris Anderson,,
745,Brand Awareness Display 2025 #745,2025-10-29,79660.34,62372.53,3293963.0,6017.0,147.0,Active,Emily Rodriguez,,
746,Product Category Search 2025 #746,2026-03-01,83514.58,0.0,0.0,0.0,0.0,Planned,Brian Wilson,,
747,High Intent Keywords 2023 #747,2026-03-03,13747.28,0.0,0.0,0.0,0.0,Planned,Jessica Martinez,,
748,Competitor Conquest 2024 #748,2024-10-30,31645.96,28315.35,4030003.0,193472.0,9394.0,Completed,Stephanie Davis,,
749,Labor Day Banner Ads 2023,2026-01-20,17759.36,2754.8,322497.0,759.0,35.0,Cancelled,Stephanie Davis,,
750,Competitor Conquest 2025 #750,2025-09-06,11363.29,10201.68,800558.0,79858.0,4835.0,Completed,Brian Wilson,,
751,Product Showcase Social 2024 #751,2025-06-17,66796.43,56715.56,3226844.0,50008.0,748.0,Completed,Amanda Lee,,
752,Memorial Day Banner Ads 2023 #752,2025-12-03,74672.44,37199.98,2139426.0,8007.0,101.0,Active,Amanda Lee,,
753,Community Engagement 2023 #753,2025-12-11,65798.24,8806.4,1169543.0,7530.0,92.0,Active,James Miller,,
754,Social Proof Campaign 2025 #754,2025-09-08,71927.49,63385.39,5038780.0,86304.0,3470.0,Completed,James Miller,,
755,Memorial Day SMS Deals 2023,2025-11-16,1091.58,759.62,42826.0,5192.0,475.0,Active,Stephanie Davis,,
756,Q2 Newsletter Campaign 2025 #756,2026-02-17,9360.87,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
757,Cross-Network Display 2024 #757,2025-06-21,88870.1,92196.12,4665874.0,24600.0,183.0,Completed,James Miller,,
758,Back to School Banner Ads 2025,2025-12-11,68248.62,8773.25,1117914.0,5550.0,55.0,Active,Emily Rodriguez,,
759,Contextual Targeting 2025 #759,2025-11-12,47119.9,23190.92,1539413.0,9730.0,91.0,Active,Andrew Thompson,,
760,Holiday Search Push 2024 #760,2025-03-29,92427.46,82423.77,15777738.0,1449568.0,60163.0,Completed,Brian Wilson,,
761,Product Category Search 2023 #761,2025-05-31,86987.74,78973.38,7157319.0,226246.0,20214.0,Completed,Brian Wilson,,
762,Loyalty Rewards Email 2023 #762,2025-06-07,9697.93,1132.12,203529.0,11761.0,265.0,Cancelled,David Kim,,
763,Programmatic Display 2024 #763,2025-11-08,69491.74,25249.59,4079055.0,23567.0,889.0,Paused,David Kim,,
764,Birthday Special Campaign 2025 #764,2025-03-24,4662.58,4674.38,253206.0,13217.0,528.0,Completed,James Miller,,
765,Spring Newsletter Campaign 2023 #765,2025-11-06,931.97,483.1,92142.0,5888.0,92.0,Paused,Jessica Martinez,,
766,Cross-Network Display 2023 #766,2025-11-11,63339.88,29967.3,2568489.0,10531.0,271.0,Active,Chris Anderson,,
767,Restock Alert SMS 2023,2025-11-18,614.6,305.02,22791.0,2569.0,153.0,Active,Nicole Taylor,,
768,Holiday Email Blast 2023 #768,2025-04-21,930.16,760.47,147174.0,11300.0,615.0,Completed,Sarah Johnson,,
769,Loyalty Rewards Email 2025 #769,2026-02-03,4545.97,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
770,Influencer Partnership 2023 #770,2025-05-27,23686.38,21679.07,1297157.0,28349.0,1287.0,Completed,Amanda Lee,,
771,Remarketing Search 2023 #771,2025-12-07,16389.82,2906.26,236494.0,7045.0,393.0,Active,Rachel Green,,
772,Product Showcase Social 2023 #772,2025-11-17,95782.55,33686.54,2802157.0,52627.0,2210.0,Paused,Michael Chen,,
773,Product Showcase Social 2023 #773,2025-03-25,23454.66,20250.76,1446402.0,9943.0,174.0,Completed,Sarah Johnson,,
774,Summer Video Campaign 2025,2025-11-08,63200.28,47498.83,4203694.0,100000.0,2854.0,Active,Chris Anderson,,
775,Flash Sale Alert 2023 #775,2025-07-31,3509.95,601.31,119987.0,3883.0,280.0,Cancelled,Jessica Martinez,,
776,Cross-Network Display 2023 #776,2025-11-03,87292.65,91024.26,4605072.0,28105.0,583.0,Completed,Kevin Brown,,
777,Back to School Social Campaign 2024 #777,2026-03-04,80733.44,0.0,0.0,0.0,0.0,Planned,Amanda Lee,,
778,Testimonial Videos 2025 #778,2025-03-28,34191.63,30624.69,1975604.0,25648.0,1113.0,Completed,Amanda Lee,,
779,Community Engagement 2025 #779,2025-11-11,20007.53,13728.56,1216017.0,18106.0,371.0,Active,Brian Wilson,,
780,Loyalty Mailer 2023,2026-02-25,42087.61,0.0,NaN,NaN,NaN,Planned,Chris Anderson,,
781,Q4 Social Push 2025 #781,2025-09-29,98839.29,101333.98,6167873.0,80506.0,2010.0,Completed,Brian Wilson,,
782,Product Category Search 2024 #782,2025-12-05,88673.85,17230.08,1577966.0,99250.0,4103.0,Active,Sarah Johnson,,
783,Product Category Search 2023 #783,2025-04-05,66077.74,66629.19,3459096.0,69721.0,4418.0,Completed,Stephanie Davis,,
784,Year End Search Push 2023,2026-03-08,17528.27,0.0,0.0,0.0,0.0,Planned,Rachel Green,,
785,Black Friday Email Blast 2025,2025-11-26,2166.17,747.59,74390.0,4524.0,117.0,Active,Sarah Johnson,,
786,Labor Day Email Blast 2024,2025-02-19,618.8,647.91,35347.0,1350.0,62.0,Completed,Chris Anderson,,
787,Loyalty Rewards Email 2023 #787,2026-02-20,5139.64,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
788,Brand Awareness Drive 2023 #788,2025-04-27,3724.55,3378.3,185527.0,4987.0,203.0,Completed,Andrew Thompson,,
789,High Intent Keywords 2023 #789,2025-08-13,82068.91,81553.58,6664477.0,192861.0,9424.0,Completed,Amanda Lee,,
790,Competitor Conquest 2024 #790,2025-10-26,92125.1,46470.3,3314281.0,192142.0,4373.0,Active,Michael Chen,,
791,Brand Awareness Display 2024 #791,2025-07-22,53243.65,48528.87,3168448.0,17875.0,680.0,Completed,Nicole Taylor,,
792,Brand Awareness Drive 2024 #792,2025-09-26,95339.91,97521.77,4944682.0,65977.0,1906.0,Completed,Stephanie Davis,,
793,Prime Day Social Campaign 2024 #793,2025-06-20,79383.15,67879.58,4813399.0,125816.0,2305.0,Completed,Laura Garcia,,
794,Remarketing Search 2023 #794,2025-01-08,86693.04,76620.99,5253481.0,414402.0,12587.0,Completed,Nicole Taylor,,
795,Customer Win-Back Email 2024 #795,2025-02-01,4409.97,4294.16,384746.0,16044.0,761.0,Completed,Chris Anderson,,
796,Retargeting Display 2025 #796,2025-10-31,77270.56,79107.53,4021498.0,29154.0,301.0,Active,Nicole Taylor,,
797,High Intent Keywords 2025 #797,2025-12-11,90187.89,16371.52,1158337.0,44420.0,3236.0,Active,Jessica Martinez,,
798,Product Showcase Social 2023 #798,2025-12-16,26700.82,4900.02,412398.0,3121.0,115.0,Paused,Michael Chen,,
799,Product Sample Mailing 2025,2025-03-02,38191.97,40004.53,NaN,NaN,NaN,Completed,David Kim,,
800,Year End Email Blast 2025 #800,2025-11-01,2267.58,1512.39,129698.0,2666.0,128.0,Paused,Jessica Martinez,,
801,Streaming TV Ads 2025 #801,2025-10-29,33923.49,20526.2,1349450.0,12231.0,276.0,Active,Emily Rodriguez,,
802,Prime Day Search Push 2025 #802,2025-11-11,95203.25,54694.36,9093495.0,723688.0,48542.0,Paused,Brian Wilson,,
803,Customer Win-Back Email 2025 #803,2025-10-09,3110.63,2834.3,268648.0,12750.0,858.0,Completed,Michael Chen,,
804,Social Contest Campaign 2023 #804,2025-10-07,44608.26,41629.62,7655696.0,43070.0,1973.0,Completed,Michael Chen,,
805,Flash Sale Alert 2025 #805,2025-06-05,2516.8,2183.7,116885.0,2076.0,97.0,Completed,Stephanie Davis,,
806,Social Contest Campaign 2023 #806,2025-09-02,91748.73,90080.23,16148106.0,472419.0,20559.0,Completed,James Miller,,
807,Community Engagement 2023 #807,2025-10-25,95780.06,13473.05,870019.0,15713.0,718.0,Cancelled,Kevin Brown,,
808,Shopping Ads Campaign 2023 #808,2025-07-26,12190.99,11338.0,1093333.0,42595.0,1282.0,Completed,Amanda Lee,,
809,Loyalty Rewards Email 2025 #809,2025-12-01,8868.33,2369.99,319954.0,7906.0,440.0,Active,Jessica Martinez,,
810,Brand Awareness Drive 2024 #810,2025-02-26,99837.22,87130.44,12866350.0,165964.0,7282.0,Completed,Brian Wilson,,
811,Retargeting Display 2025 #811,2025-08-26,15292.24,15042.88,2937019.0,13556.0,422.0,Completed,Laura Garcia,,
812,Audience Display Campaign 2024 #812,2025-12-13,70711.17,12053.86,850427.0,4286.0,185.0,Active,Laura Garcia,,
813,Brand Keywords Campaign 2024 #813,2024-12-25,76593.97,61748.8,4099101.0,261630.0,24220.0,Completed,Rachel Green,,
814,Brand Awareness Drive 2025 #814,2025-05-06,38104.53,36042.71,2793356.0,79927.0,637.0,Completed,Laura Garcia,,
815,Flash Sale Alert 2023 #815,2025-01-28,9145.35,9291.59,925883.0,33263.0,1061.0,Completed,Nicole Taylor,,
816,Flash Sale Alert 2024 #816,2025-05-04,5470.67,5227.94,393553.0,15314.0,835.0,Completed,Michael Chen,,
817,Q2 Social Push 2023 #817,2025-10-28,76351.3,47039.08,3033991.0,21802.0,721.0,Active,Amanda Lee,,
818,Brand Keywords Campaign 2025 #818,2025-06-30,11301.24,9660.4,514886.0,17289.0,1478.0,Completed,Jessica Martinez,,
819,Trending Topic Campaign 2023 #819,2025-01-02,32009.68,31269.07,1697274.0,32516.0,1622.0,Completed,Laura Garcia,,
820,Brand Awareness Drive 2025 #820,2025-04-24,84913.19,70725.59,5788075.0,165148.0,4120.0,Completed,Chris Anderson,,
821,Product Launch Announcement 2024 #821,2025-10-27,5393.77,4010.16,348133.0,26762.0,839.0,Active,Emily Rodriguez,,
822,Prime Day Video Push 2023,2025-05-26,82529.87,71655.91,4473237.0,109107.0,3327.0,Completed,Chris Anderson,,
823,Social Contest Campaign 2023 #823,2025-12-17,19880.57,1578.95,117042.0,1371.0,50.0,Active,Kevin Brown,,
824,Shopping Ads Campaign 2023 #824,2025-11-18,97107.71,65721.67,4133590.0,365676.0,22483.0,Active,Laura Garcia,,
825,Competitor Conquest 2024 #825,2025-02-22,24504.98,20285.28,1271472.0,99996.0,5368.0,Completed,Michael Chen,,
826,Product Category Search 2025 #826,2026-02-22,8589.28,0.0,0.0,0.0,0.0,Planned,Chris Anderson,,
827,Shopping Ads Campaign 2025 #827,2024-12-27,9983.81,8377.96,694640.0,64899.0,4499.0,Completed,Andrew Thompson,,
828,High Intent Keywords 2025 #828,2025-08-30,12663.73,12872.86,676697.0,43564.0,1874.0,Completed,Brian Wilson,,
829,Social Contest Campaign 2023 #829,2025-04-06,4436.94,3717.43,188408.0,2561.0,74.0,Completed,Emily Rodriguez,,
830,Brand Awareness Display 2025 #830,2024-10-09,64528.17,54312.46,4935321.0,48552.0,1728.0,Completed,James Miller,,
831,Prime Day Email Blast 2023 #831,2025-11-14,4296.95,2699.14,248222.0,11453.0,724.0,Paused,Laura Garcia,,
832,VIP Early Access SMS 2024 #832,2025-01-18,6578.81,5296.18,1033912.0,68876.0,7692.0,Completed,Nicole Taylor,,
833,High Intent Keywords 2024 #833,2025-11-02,68714.76,31181.28,2774003.0,258650.0,17203.0,Active,James Miller,,
834,User Generated Content 2023 #834,2025-11-25,85815.48,52092.37,4990037.0,117925.0,1833.0,Active,Nicole Taylor,,
835,Social Proof Campaign 2023 #835,2025-11-17,73050.54,44574.48,6069656.0,83492.0,3417.0,Active,Emily Rodriguez,,
836,Winter Display Ads 2023 #836,2025-03-25,54018.73,55738.53,3710335.0,11830.0,460.0,Completed,Stephanie Davis,,
837,Year End Direct Mail 2025,2026-01-01,38142.86,7119.44,NaN,NaN,NaN,Cancelled,James Miller,,
838,Weekly Deals Newsletter 2024 #838,2026-01-22,4198.6,0.0,0.0,0.0,0.0,Planned,Andrew Thompson,,
839,Abandoned Cart Recovery 2023 #839,2025-03-02,1500.31,1216.64,91080.0,5708.0,70.0,Completed,Emily Rodriguez,,
840,Retargeting Display 2025 #840,2024-12-30,15609.22,13490.99,2169665.0,15399.0,745.0,Completed,Amanda Lee,,
841,Influencer Partnership 2023 #841,2026-02-03,44787.06,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
842,High Intent Keywords 2024 #842,2025-11-25,8530.92,3115.49,231586.0,8032.0,562.0,Active,Rachel Green,,
843,Q1 Search Campaign 2024 #843,2026-03-11,59514.58,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
844,Product Category Search 2025 #844,2025-11-14,66159.88,27394.83,1415427.0,100486.0,7847.0,Paused,Rachel Green,,
845,Valentine Email Blast 2023 #845,2025-08-29,4438.53,3637.7,415927.0,12356.0,712.0,Completed,James Miller,,
846,User Generated Content 2025 #846,2025-05-31,29199.68,26033.33,1726425.0,34447.0,255.0,Completed,Jessica Martinez,,
847,Birthday Special Campaign 2023 #847,2025-06-23,628.35,623.36,67297.0,886.0,25.0,Completed,James Miller,,
848,Audience Display Campaign 2025 #848,2025-03-24,22126.63,22664.41,1150984.0,9495.0,297.0,Completed,Chris Anderson,,
849,Brand Awareness Drive 2024 #849,2024-12-19,69818.09,68883.79,3860488.0,107614.0,1274.0,Completed,Jessica Martinez,,
850,Loyalty Rewards Email 2024 #850,2025-11-03,6505.82,2986.49,184959.0,5500.0,298.0,Active,David Kim,,
851,Social Proof Campaign 2023 #851,2025-08-23,71919.5,68649.72,4617132.0,80110.0,2106.0,Completed,Chris Anderson,,
852,Q2 Search Campaign 2023 #852,2025-10-29,6940.19,3759.68,355633.0,22543.0,1574.0,Active,Sarah Johnson,,
853,Black Friday Video Push 2025,2025-11-17,50191.92,25180.97,2257019.0,28725.0,652.0,Active,Michael Chen,,
854,Labor Day Social Campaign 2025 #854,2025-09-12,43927.31,43467.74,4697996.0,115022.0,2356.0,Completed,Nicole Taylor,,
855,Customer Win-Back Email 2025 #855,2025-01-17,3159.05,3009.13,152044.0,6282.0,69.0,Completed,Rachel Green,,
856,Product Showcase Social 2024 #856,2026-01-25,89262.67,0.0,0.0,0.0,0.0,Planned,Andrew Thompson,,
857,Community Engagement 2025 #857,2025-10-30,26591.8,12701.22,791204.0,21638.0,1058.0,Active,James Miller,,
858,Weekly Deals Newsletter 2023 #858,2025-01-13,8580.63,1055.8,131338.0,3325.0,152.0,Cancelled,Jessica Martinez,,
859,Contextual Targeting 2024 #859,2025-08-23,94850.43,4025.45,577766.0,4540.0,184.0,Cancelled,Jessica Martinez,,
860,New Arrivals Newsletter 2025 #860,2025-06-18,2445.77,2482.82,150010.0,10866.0,826.0,Completed,Rachel Green,,
861,Birthday Special Campaign 2025 #861,2026-01-03,5260.48,0.0,0.0,0.0,0.0,Planned,Chris Anderson,,
862,Social Contest Campaign 2023 #862,2025-11-17,90884.11,40431.37,2675690.0,44188.0,2057.0,Paused,Rachel Green,,
863,Weekly Deals Newsletter 2023 #863,2025-11-26,6850.63,2671.08,168672.0,7167.0,264.0,Paused,James Miller,,
864,Competitor Conquest 2023 #864,2025-04-09,61299.58,5760.22,333280.0,16371.0,707.0,Cancelled,Rachel Green,,
865,Back to School SMS Deals 2023,2025-11-19,8975.99,4799.82,373297.0,39553.0,1765.0,Paused,Jessica Martinez,,
866,Q3 Newsletter Campaign 2024 #866,2025-01-16,5608.48,5673.51,326489.0,21764.0,516.0,Completed,Rachel Green,,
867,Easter SMS Deals 2025,2025-06-12,9550.35,8971.03,771006.0,89151.0,5302.0,Completed,Kevin Brown,,
868,Brand Keywords Campaign 2024 #868,2025-11-05,37041.31,33021.41,2731998.0,234582.0,14029.0,Paused,Amanda Lee,,
869,Postcard Campaign 2024,2025-11-19,43425.99,33969.81,NaN,NaN,NaN,Active,David Kim,,
870,Brand Keywords Campaign 2023 #870,2025-11-09,87928.19,66973.44,3683555.0,320747.0,22563.0,Active,Chris Anderson,,
871,Trending Topic Campaign 2024 #871,2026-03-17,75698.35,0.0,0.0,0.0,0.0,Planned,Jessica Martinez,,
872,Short Form Video 2025 #872,2025-10-18,47377.75,40778.12,2910941.0,34245.0,842.0,Completed,Rachel Green,,
873,Local Search Campaign 2023 #873,2025-10-29,46224.15,39715.44,5419859.0,355798.0,35182.0,Active,Stephanie Davis,,
874,Product Launch Announcement 2023 #874,2024-11-26,9590.84,7897.65,1165923.0,72388.0,4078.0,Completed,Chris Anderson,,
875,Influencer Partnership 2025 #875,2026-02-12,80995.75,0.0,0.0,0.0,0.0,Planned,Andrew Thompson,,
876,Holiday Video Push 2023,2025-08-12,81102.69,70842.41,3720659.0,84897.0,3854.0,Completed,Sarah Johnson,,
877,Q2 SMS Blast 2023,2024-12-29,1624.72,1381.9,225272.0,26535.0,1192.0,Completed,Nicole Taylor,,
878,Product Launch Announcement 2023 #878,2025-05-04,4459.11,4278.88,342906.0,25782.0,608.0,Completed,Jessica Martinez,,
879,Birthday Special Campaign 2023 #879,2024-11-11,5560.21,5423.41,554899.0,23081.0,1623.0,Completed,Jessica Martinez,,
880,Winter Newsletter Campaign 2024 #880,2025-11-29,3008.66,712.81,42149.0,452.0,12.0,Active,Kevin Brown,,
881,High Intent Keywords 2024 #881,2025-03-21,88715.2,73419.58,8358472.0,792727.0,21298.0,Completed,Stephanie Davis,,
882,Weekly Deals Newsletter 2024 #882,2024-10-25,5260.28,4871.26,431972.0,32747.0,1247.0,Completed,Sarah Johnson,,
883,Summer Newsletter Campaign 2024 #883,2025-03-22,3285.56,3443.44,504981.0,29039.0,1341.0,Completed,Chris Anderson,,
884,Spring Catalog Mailing 2025,2025-05-21,40899.37,40412.44,NaN,NaN,NaN,Completed,Amanda Lee,,
885,Native Advertising 2025 #885,2025-03-18,2418.55,2416.41,192542.0,1181.0,33.0,Completed,Jessica Martinez,,
886,Customer Win-Back Email 2024 #886,2024-10-31,7037.24,6679.77,539635.0,6961.0,74.0,Completed,Kevin Brown,,
887,Flash Sale Alert 2023 #887,2026-01-07,6421.46,0.0,0.0,0.0,0.0,Planned,James Miller,,
888,Dynamic Search Ads 2023 #888,2025-12-16,96967.66,9687.7,524386.0,47475.0,2826.0,Paused,Michael Chen,,
889,High Intent Keywords 2024 #889,2025-06-11,66723.62,55014.39,9412256.0,855166.0,55749.0,Completed,Laura Garcia,,
890,Flash Sale Alert 2023 #890,2025-12-09,2995.27,633.73,83762.0,4429.0,276.0,Active,David Kim,,
891,Tutorial Video Ads 2025 #891,2025-12-01,4795.14,1639.19,273023.0,1680.0,9.0,Active,Emily Rodriguez,,
892,Flash Sale Alert 2024 #892,2025-12-02,2808.0,487.89,52196.0,2920.0,57.0,Cancelled,James Miller,,
893,Local Search Campaign 2023 #893,2025-12-17,28308.25,2438.65,169773.0,13760.0,839.0,Active,Amanda Lee,,
894,Competitor Conquest 2024 #894,2025-12-18,31293.71,4531.44,263287.0,13196.0,1116.0,Paused,Brian Wilson,,
895,New Arrivals Newsletter 2024 #895,2026-01-11,4315.84,0.0,0.0,0.0,0.0,Planned,Amanda Lee,,
896,Prime Day Banner Ads 2024 #896,2025-07-23,55161.04,10463.37,525390.0,4727.0,217.0,Cancelled,Andrew Thompson,,
897,Black Friday Banner Ads 2024,2025-06-19,24513.06,2702.12,145135.0,411.0,3.0,Cancelled,Amanda Lee,,
898,Competitor Conquest 2024 #898,2025-05-18,16449.03,15631.96,817835.0,32720.0,1789.0,Completed,James Miller,,
899,Social Contest Campaign 2023 #899,2025-11-11,36365.34,31844.82,3604703.0,52187.0,361.0,Active,Emily Rodriguez,,
900,Native Advertising 2023 #900,2025-09-02,75230.34,64592.5,4044574.0,13244.0,524.0,Completed,Sarah Johnson,,
901,Customer Win-Back Email 2024 #901,2025-11-25,1604.37,1260.42,79118.0,2510.0,176.0,Active,James Miller,,
