campaign_ref,campaign_title,channel_type,launch_date,completion_date,allocated_budget,current_spend,total_impressions,total_clicks,conversion_count,conversion_rate,ctr_rate,avg_cpc,roi_percentage,campaign_status,target_segment,campaign_manager,ad_platform,test_variant,created_timestamp
784,Year End Search Push 2023,Search,2026-03-08,2026-06-06,17528.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Loyalty Members,Rachel Green,Google Ads,,2026-02-22T00:00:00Z
785,Black Friday Email Blast 2025,Email,2025-11-26,2026-02-19,2166.17,747.59,74390.0,4524.0,117.0,2.59,6.08,0.17,1000.0,Active,First-Time Buyers,Sarah Johnson,,Variant A,2025-11-19T00:00:00Z
786,Labor Day Email Blast 2024,Email,2025-02-19,2025-03-23,618.8,647.91,35347.0,1350.0,62.0,4.59,3.82,0.48,858.47,Completed,"High LTV Customers, Parents",Chris Anderson,,,2025-01-23T00:00:00Z
787,Loyalty Rewards Email 2023 #787,Email,2026-02-20,2026-04-10,5139.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Returning Customers, Holiday Shoppers, Email Engaged",Emily Rodriguez,,,2026-02-14T00:00:00Z
788,Brand Awareness Drive 2023 #788,Social Media,2025-04-27,2025-06-05,3724.55,3378.3,185527.0,4987.0,203.0,4.07,2.69,0.68,1000.0,Completed,Mobile Users,Andrew Thompson,Meta Ads,,2025-04-03T00:00:00Z
789,High Intent Keywords 2023 #789,Search,2025-08-13,2025-09-18,82068.91,81553.58,6664477.0,192861.0,9424.0,4.89,2.89,0.42,1000.0,Completed,"Budget Conscious, Holiday Shoppers, First-Time Buyers",Amanda Lee,Google Ads,,2025-08-01T00:00:00Z
790,Competitor Conquest 2024 #790,Search,2025-10-26,2026-02-20,92125.1,46470.3,3314281.0,192142.0,4373.0,2.28,5.8,0.24,1000.0,Active,Returning Customers,Michael Chen,Google Ads,,2025-10-04T00:00:00Z
791,Brand Awareness Display 2024 #791,Display,2025-07-22,2025-08-05,53243.65,48528.87,3168448.0,17875.0,680.0,3.8,0.56,2.71,82.03,Completed,"Desktop Users, Weekend Browsers, Returning Customers",Nicole Taylor,Google Ads,,2025-07-04T00:00:00Z
792,Brand Awareness Drive 2024 #792,Social Media,2025-09-26,2025-10-19,95339.91,97521.77,4944682.0,65977.0,1906.0,2.89,1.33,1.48,417.93,Completed,"Gen Z 18-24, Frequent Buyers",Stephanie Davis,TikTok,Variant A,2025-09-08T00:00:00Z
793,Prime Day Social Campaign 2024 #793,Social Media,2025-06-20,2025-09-18,79383.15,67879.58,4813399.0,125816.0,2305.0,1.83,2.61,0.54,324.27,Completed,"Parents, Weekend Browsers",Laura Garcia,LinkedIn,,2025-05-23T00:00:00Z
794,Remarketing Search 2023 #794,Search,2025-01-08,2025-01-30,86693.04,76620.99,5253481.0,414402.0,12587.0,3.04,7.89,0.18,1000.0,Completed,Weekend Browsers,Nicole Taylor,Google Ads,,2024-12-21T00:00:00Z
795,Customer Win-Back Email 2024 #795,Email,2025-02-01,2025-03-24,4409.97,4294.16,384746.0,16044.0,761.0,4.74,4.17,0.27,1000.0,Completed,"Email Engaged, Parents, Lapsed Customers",Chris Anderson,,,2025-01-17T00:00:00Z
796,Retargeting Display 2025 #796,Display,2025-10-31,2025-12-29,77270.56,79107.53,4021498.0,29154.0,301.0,1.03,0.72,2.71,-48.18,Active,Tech Enthusiasts,Nicole Taylor,Meta Ads,,2025-10-06T00:00:00Z
797,High Intent Keywords 2025 #797,Search,2025-12-11,2026-02-23,90187.89,16371.52,1158337.0,44420.0,3236.0,7.29,3.83,0.37,1000.0,Active,"Cart Abandoners, Frequent Buyers",Jessica Martinez,Google Ads,,2025-12-03T00:00:00Z
798,Product Showcase Social 2023 #798,Social Media,2025-12-16,2026-01-29,26700.82,4900.02,412398.0,3121.0,115.0,3.68,0.76,1.57,,Paused,First-Time Buyers,Michael Chen,Instagram,,2025-12-05T00:00:00Z
799,Product Sample Mailing 2025,Direct Mail,2025-03-02,2025-04-13,38191.97,40004.53,,,,,,,,Completed,"Parents, Loyalty Members, Holiday Shoppers",David Kim,,,2025-02-12T00:00:00Z
800,Year End Email Blast 2025 #800,Email,2025-11-01,2026-01-09,2267.58,1512.39,129698.0,2666.0,128.0,4.8,2.06,0.57,,Paused,First-Time Buyers,Jessica Martinez,,,2025-10-24T00:00:00Z
801,Streaming TV Ads 2025 #801,Video,2025-10-29,2026-02-06,33923.49,20526.2,1349450.0,12231.0,276.0,2.26,0.91,1.68,62.19,Active,"New Customers, Returning Customers",Emily Rodriguez,Google Ads,,2025-10-05T00:00:00Z
802,Prime Day Search Push 2025 #802,Search,2025-11-11,2026-01-29,95203.25,54694.36,9093495.0,723688.0,48542.0,6.71,7.96,0.08,,Paused,"Premium Shoppers, Email Engaged",Brian Wilson,Google Ads,,2025-10-13T00:00:00Z
803,Customer Win-Back Email 2025 #803,Email,2025-10-09,2025-11-15,3110.63,2834.3,268648.0,12750.0,858.0,6.73,4.75,0.22,1000.0,Completed,"Budget Conscious, Millennials 25-34, Frequent Buyers",Michael Chen,,,2025-09-29T00:00:00Z
804,Social Contest Campaign 2023 #804,Social Media,2025-10-07,2025-10-21,44608.26,41629.62,7655696.0,43070.0,1973.0,4.58,0.56,0.97,1000.0,Completed,Budget Conscious,Michael Chen,Meta Ads,,2025-09-27T00:00:00Z
805,Flash Sale Alert 2025 #805,Email,2025-06-05,2025-09-01,2516.8,2183.7,116885.0,2076.0,97.0,4.67,1.78,1.05,373.76,Completed,"Newsletter Subscribers, Tech Enthusiasts, Millennials 25-34",Stephanie Davis,,,2025-05-30T00:00:00Z
806,Social Contest Campaign 2023 #806,Social Media,2025-09-02,2025-09-26,91748.73,90080.23,16148106.0,472419.0,20559.0,4.35,2.93,0.19,1000.0,Completed,"Tech Enthusiasts, Parents",James Miller,TikTok,,2025-08-15T00:00:00Z
807,Community Engagement 2023 #807,Social Media,2025-10-25,2025-11-12,95780.06,13473.05,870019.0,15713.0,718.0,4.57,1.81,0.86,,Cancelled,"Frequent Buyers, Budget Conscious",Kevin Brown,Instagram,,2025-10-21T00:00:00Z
808,Shopping Ads Campaign 2023 #808,Search,2025-07-26,2025-08-13,12190.99,11338.0,1093333.0,42595.0,1282.0,3.01,3.9,0.27,1000.0,Completed,Budget Conscious,Amanda Lee,Google Ads,,2025-07-07T00:00:00Z
809,Loyalty Rewards Email 2025 #809,Email,2025-12-01,2026-02-12,8868.33,2369.99,319954.0,7906.0,440.0,5.57,2.47,0.3,1000.0,Active,Parents,Jessica Martinez,,,2025-11-05T00:00:00Z
810,Brand Awareness Drive 2024 #810,Social Media,2025-02-26,2025-04-07,99837.22,87130.44,12866350.0,165964.0,7282.0,4.39,1.29,0.52,830.36,Completed,"Mobile Users, Tech Enthusiasts",Brian Wilson,Instagram,,2025-02-07T00:00:00Z
811,Retargeting Display 2025 #811,Display,2025-08-26,2025-09-27,15292.24,15042.88,2937019.0,13556.0,422.0,3.11,0.46,1.11,404.02,Completed,"Returning Customers, Cart Abandoners, New Customers",Laura Garcia,Google Ads,,2025-08-06T00:00:00Z
812,Audience Display Campaign 2024 #812,Display,2025-12-13,2026-02-23,70711.17,12053.86,850427.0,4286.0,185.0,4.32,0.5,2.81,282.41,Active,"Parents, VIP Customers, Cart Abandoners",Laura Garcia,Google Ads,Control,2025-11-25T00:00:00Z
813,Brand Keywords Campaign 2024 #813,Search,2024-12-25,2025-02-28,76593.97,61748.8,4099101.0,261630.0,24220.0,9.26,6.38,0.24,1000.0,Completed,"Desktop Users, Mobile Users",Rachel Green,Google Ads,,2024-11-25T00:00:00Z
814,Brand Awareness Drive 2025 #814,Social Media,2025-05-06,2025-07-05,38104.53,36042.71,2793356.0,79927.0,637.0,0.8,2.86,0.45,356.32,Completed,"Millennials 25-34, Returning Customers, Social Followers",Laura Garcia,TikTok,,2025-05-03T00:00:00Z
815,Flash Sale Alert 2023 #815,Email,2025-01-28,2025-04-06,9145.35,9291.59,925883.0,33263.0,1061.0,3.19,3.59,0.28,1000.0,Completed,"Mobile Users, Social Followers",Nicole Taylor,,,2025-01-06T00:00:00Z
816,Flash Sale Alert 2024 #816,Email,2025-05-04,2025-07-08,5470.67,5227.94,393553.0,15314.0,835.0,5.45,3.89,0.34,1000.0,Completed,"Budget Conscious, Homeowners, Returning Customers",Michael Chen,,,2025-04-23T00:00:00Z
817,Q2 Social Push 2023 #817,Social Media,2025-10-28,2026-02-05,76351.3,47039.08,3033991.0,21802.0,721.0,3.31,0.72,2.16,6.28,Active,"Tech Enthusiasts, Gen Z 18-24",Amanda Lee,TikTok,,2025-10-21T00:00:00Z
818,Brand Keywords Campaign 2025 #818,Search,2025-06-30,2025-09-13,11301.24,9660.4,514886.0,17289.0,1478.0,8.55,3.36,0.56,1000.0,Completed,"New Customers, Newsletter Subscribers, Mobile Users",Jessica Martinez,Google Ads,Variant B,2025-06-09T00:00:00Z
819,Trending Topic Campaign 2023 #819,Social Media,2025-01-02,2025-02-08,32009.68,31269.07,1697274.0,32516.0,1622.0,4.99,1.92,0.96,543.52,Completed,"Loyalty Members, Email Engaged, Desktop Users",Laura Garcia,TikTok,,2024-12-08T00:00:00Z
820,Brand Awareness Drive 2025 #820,Social Media,2025-04-24,2025-06-30,84913.19,70725.59,5788075.0,165148.0,4120.0,2.49,2.85,0.43,658.2,Completed,"VIP Customers, Holiday Shoppers, Loyalty Members",Chris Anderson,Meta Ads,,2025-04-20T00:00:00Z
821,Product Launch Announcement 2024 #821,Email,2025-10-27,2026-01-22,5393.77,4010.16,348133.0,26762.0,839.0,3.14,7.69,0.15,1000.0,Active,"Parents, Weekend Browsers, Cart Abandoners",Emily Rodriguez,,,2025-09-28T00:00:00Z
822,Prime Day Video Push 2023,Video,2025-05-26,2025-06-10,82529.87,71655.91,4473237.0,109107.0,3327.0,3.05,2.44,0.66,159.12,Completed,"Email Engaged, Lapsed Customers",Chris Anderson,Google Ads,,2025-05-02T00:00:00Z
823,Social Contest Campaign 2023 #823,Social Media,2025-12-17,2026-04-06,19880.57,1578.95,117042.0,1371.0,50.0,3.65,1.17,1.15,248.39,Active,"Premium Shoppers, Millennials 25-34, First-Time Buyers",Kevin Brown,LinkedIn,Variant B,2025-12-10T00:00:00Z
824,Shopping Ads Campaign 2023 #824,Search,2025-11-18,2026-01-05,97107.71,65721.67,4133590.0,365676.0,22483.0,6.15,8.85,0.18,1000.0,Active,Cart Abandoners,Laura Garcia,Google Ads,,2025-11-05T00:00:00Z
825,Competitor Conquest 2024 #825,Search,2025-02-22,2025-04-14,24504.98,20285.28,1271472.0,99996.0,5368.0,5.37,7.86,0.2,1000.0,Completed,New Customers,Michael Chen,Google Ads,,2025-01-27T00:00:00Z
826,Product Category Search 2025 #826,Search,2026-02-22,2026-05-03,8589.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"High LTV Customers, Returning Customers",Chris Anderson,Google Ads,,2026-02-03T00:00:00Z
827,Shopping Ads Campaign 2025 #827,Search,2024-12-27,2025-02-07,9983.81,8377.96,694640.0,64899.0,4499.0,6.93,9.34,0.13,1000.0,Completed,"New Customers, Mobile Users",Andrew Thompson,Google Ads,,2024-12-01T00:00:00Z
828,High Intent Keywords 2025 #828,Search,2025-08-30,2025-11-06,12663.73,12872.86,676697.0,43564.0,1874.0,4.3,6.44,0.3,1000.0,Completed,Holiday Shoppers,Brian Wilson,Google Ads,,2025-08-04T00:00:00Z
829,Social Contest Campaign 2023 #829,Social Media,2025-04-06,2025-06-28,4436.94,3717.43,188408.0,2561.0,74.0,2.89,1.36,1.45,61.53,Completed,"Email Engaged, Gen Z 18-24",Emily Rodriguez,Instagram,,2025-03-22T00:00:00Z
830,Brand Awareness Display 2025 #830,Display,2024-10-09,2025-01-03,64528.17,54312.46,4935321.0,48552.0,1728.0,3.56,0.98,1.12,431.65,Completed,"VIP Customers, Weekend Browsers",James Miller,Google Ads,,2024-09-27T00:00:00Z
831,Prime Day Email Blast 2023 #831,Email,2025-11-14,2026-01-19,4296.95,2699.14,248222.0,11453.0,724.0,6.32,4.61,0.24,,Paused,High LTV Customers,Laura Garcia,,,2025-11-03T00:00:00Z
832,VIP Early Access SMS 2024 #832,SMS,2025-01-18,2025-03-29,6578.81,5296.18,1033912.0,68876.0,7692.0,11.17,6.66,0.08,1000.0,Completed,Weekend Browsers,Nicole Taylor,,,2024-12-24T00:00:00Z
833,High Intent Keywords 2024 #833,Search,2025-11-02,2026-03-02,68714.76,31181.28,2774003.0,258650.0,17203.0,6.65,9.32,0.12,1000.0,Active,"Mobile Users, Loyalty Members",James Miller,Google Ads,,2025-10-28T00:00:00Z
834,User Generated Content 2023 #834,Social Media,2025-11-25,2026-01-08,85815.48,52092.37,4990037.0,117925.0,1833.0,1.55,2.36,0.44,576.0,Active,"Fashion Forward, Gen Z 18-24, Desktop Users",Nicole Taylor,TikTok,,2025-11-17T00:00:00Z
835,Social Proof Campaign 2023 #835,Social Media,2025-11-17,2026-01-24,73050.54,44574.48,6069656.0,83492.0,3417.0,4.09,1.38,0.53,1000.0,Active,"Millennials 25-34, Gen Z 18-24, Desktop Users",Emily Rodriguez,TikTok,Control,2025-10-25T00:00:00Z
836,Winter Display Ads 2023 #836,Display,2025-03-25,2025-06-04,54018.73,55738.53,3710335.0,11830.0,460.0,3.89,0.32,4.71,27.06,Completed,"Tech Enthusiasts, Fashion Forward, Mobile Users",Stephanie Davis,Meta Ads,,2025-03-20T00:00:00Z
837,Year End Direct Mail 2025,Direct Mail,2026-01-01,2026-01-22,38142.86,7119.44,,,,,,,,Cancelled,Frequent Buyers,James Miller,,,2025-12-28T00:00:00Z
838,Weekly Deals Newsletter 2024 #838,Email,2026-01-22,2026-04-06,4198.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Frequent Buyers,Andrew Thompson,,,2025-12-29T00:00:00Z
839,Abandoned Cart Recovery 2023 #839,Email,2025-03-02,2025-03-16,1500.31,1216.64,91080.0,5708.0,70.0,1.23,6.27,0.21,1000.0,Completed,"Mobile Users, Premium Shoppers",Emily Rodriguez,,Control,2025-02-08T00:00:00Z
840,Retargeting Display 2025 #840,Display,2024-12-30,2025-02-09,15609.22,13490.99,2169665.0,15399.0,745.0,4.84,0.71,0.88,1000.0,Completed,Tech Enthusiasts,Amanda Lee,Meta Ads,,2024-12-25T00:00:00Z
841,Influencer Partnership 2023 #841,Social Media,2026-02-03,2026-04-12,44787.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Fashion Forward, Email Engaged, Returning Customers",Emily Rodriguez,LinkedIn,,2026-01-11T00:00:00Z
842,High Intent Keywords 2024 #842,Search,2025-11-25,2026-02-18,8530.92,3115.49,231586.0,8032.0,562.0,7.0,3.47,0.39,1000.0,Active,"Newsletter Subscribers, Cart Abandoners, Parents",Rachel Green,Google Ads,,2025-11-06T00:00:00Z
843,Q1 Search Campaign 2024 #843,Search,2026-03-11,2026-05-18,59514.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Parents, First-Time Buyers, Fashion Forward",Kevin Brown,Google Ads,,2026-03-05T00:00:00Z
844,Product Category Search 2025 #844,Search,2025-11-14,2026-02-12,66159.88,27394.83,1415427.0,100486.0,7847.0,7.81,7.1,0.27,,Paused,"Budget Conscious, Email Engaged",Rachel Green,Google Ads,,2025-10-20T00:00:00Z
845,Valentine Email Blast 2023 #845,Email,2025-08-29,2025-10-28,4438.53,3637.7,415927.0,12356.0,712.0,5.76,2.97,0.29,1000.0,Completed,"Fashion Forward, Returning Customers, First-Time Buyers",James Miller,,,2025-08-05T00:00:00Z
846,User Generated Content 2025 #846,Social Media,2025-05-31,2025-07-08,29199.68,26033.33,1726425.0,34447.0,255.0,0.74,2.0,0.76,96.7,Completed,"Email Engaged, Weekend Browsers",Jessica Martinez,LinkedIn,Control,2025-05-01T00:00:00Z
847,Birthday Special Campaign 2023 #847,Email,2025-06-23,2025-08-06,628.35,623.36,67297.0,886.0,25.0,2.82,1.32,0.7,602.49,Completed,Fashion Forward,James Miller,,,2025-06-12T00:00:00Z
848,Audience Display Campaign 2025 #848,Display,2025-03-24,2025-05-08,22126.63,22664.41,1150984.0,9495.0,297.0,3.13,0.82,2.39,125.29,Completed,High LTV Customers,Chris Anderson,Meta Ads,,2025-03-07T00:00:00Z
849,Brand Awareness Drive 2024 #849,Social Media,2024-12-19,2025-02-14,69818.09,68883.79,3860488.0,107614.0,1274.0,1.18,2.79,0.64,360.28,Completed,"New Customers, Parents",Jessica Martinez,Meta Ads,,2024-11-30T00:00:00Z
850,Loyalty Rewards Email 2024 #850,Email,2025-11-03,2026-02-12,6505.82,2986.49,184959.0,5500.0,298.0,5.42,2.97,0.54,1000.0,Active,Weekend Browsers,David Kim,,,2025-10-16T00:00:00Z
851,Social Proof Campaign 2023 #851,Social Media,2025-08-23,2025-10-08,71919.5,68649.72,4617132.0,80110.0,2106.0,2.63,1.74,0.86,436.87,Completed,"Holiday Shoppers, Social Followers, Frequent Buyers",Chris Anderson,TikTok,,2025-08-11T00:00:00Z
852,Q2 Search Campaign 2023 #852,Search,2025-10-29,2026-02-10,6940.19,3759.68,355633.0,22543.0,1574.0,6.98,6.34,0.17,1000.0,Active,New Customers,Sarah Johnson,Google Ads,,2025-10-15T00:00:00Z
853,Black Friday Video Push 2025,Video,2025-11-17,2026-01-17,50191.92,25180.97,2257019.0,28725.0,652.0,2.27,1.27,0.88,426.51,Active,Fashion Forward,Michael Chen,Meta Ads,,2025-11-07T00:00:00Z
854,Labor Day Social Campaign 2025 #854,Social Media,2025-09-12,2025-10-07,43927.31,43467.74,4697996.0,115022.0,2356.0,2.05,2.45,0.38,234.53,Completed,"First-Time Buyers, New Customers, Premium Shoppers",Nicole Taylor,Instagram,Variant A,2025-08-29T00:00:00Z
855,Customer Win-Back Email 2025 #855,Email,2025-01-17,2025-03-29,3159.05,3009.13,152044.0,6282.0,69.0,1.1,4.13,0.48,506.63,Completed,Tech Enthusiasts,Rachel Green,,,2024-12-19T00:00:00Z
856,Product Showcase Social 2024 #856,Social Media,2026-01-25,2026-04-10,89262.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Weekend Browsers, Gen Z 18-24, Budget Conscious",Andrew Thompson,Instagram,,2026-01-03T00:00:00Z
857,Community Engagement 2025 #857,Social Media,2025-10-30,2026-02-11,26591.8,12701.22,791204.0,21638.0,1058.0,4.89,2.73,0.59,722.42,Active,"Holiday Shoppers, High LTV Customers",James Miller,TikTok,,2025-10-08T00:00:00Z
858,Weekly Deals Newsletter 2023 #858,Email,2025-01-13,2025-01-29,8580.63,1055.8,131338.0,3325.0,152.0,4.57,2.53,0.32,,Cancelled,Millennials 25-34,Jessica Martinez,,Control,2025-01-08T00:00:00Z
859,Contextual Targeting 2024 #859,Display,2025-08-23,2025-09-08,94850.43,4025.45,577766.0,4540.0,184.0,4.05,0.79,0.89,,Cancelled,"Holiday Shoppers, Returning Customers",Jessica Martinez,Google Ads,Variant B,2025-08-02T00:00:00Z
860,New Arrivals Newsletter 2025 #860,Email,2025-06-18,2025-08-24,2445.77,2482.82,150010.0,10866.0,826.0,7.6,7.24,0.23,1000.0,Completed,"Newsletter Subscribers, Frequent Buyers",Rachel Green,,Control,2025-06-02T00:00:00Z
861,Birthday Special Campaign 2025 #861,Email,2026-01-03,2026-01-27,5260.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,First-Time Buyers,Chris Anderson,,,2025-12-10T00:00:00Z
862,Social Contest Campaign 2023 #862,Social Media,2025-11-17,2026-01-29,90884.11,40431.37,2675690.0,44188.0,2057.0,4.66,1.65,0.91,,Paused,Mobile Users,Rachel Green,Instagram,,2025-10-22T00:00:00Z
863,Weekly Deals Newsletter 2023 #863,Email,2025-11-26,2026-02-10,6850.63,2671.08,168672.0,7167.0,264.0,3.68,4.25,0.37,,Paused,"Premium Shoppers, VIP Customers, Lapsed Customers",James Miller,,,2025-11-21T00:00:00Z
864,Competitor Conquest 2023 #864,Search,2025-04-09,2025-04-18,61299.58,5760.22,333280.0,16371.0,707.0,4.32,4.91,0.35,,Cancelled,"First-Time Buyers, Newsletter Subscribers, Email Engaged",Rachel Green,Google Ads,,2025-03-11T00:00:00Z
865,Back to School SMS Deals 2023,SMS,2025-11-19,2026-01-22,8975.99,4799.82,373297.0,39553.0,1765.0,4.46,10.6,0.12,,Paused,Millennials 25-34,Jessica Martinez,,Variant A,2025-11-15T00:00:00Z
866,Q3 Newsletter Campaign 2024 #866,Email,2025-01-16,2025-02-12,5608.48,5673.51,326489.0,21764.0,516.0,2.37,6.67,0.26,1000.0,Completed,"Mobile Users, Social Followers, Desktop Users",Rachel Green,,Control,2024-12-19T00:00:00Z
867,Easter SMS Deals 2025,SMS,2025-06-12,2025-07-11,9550.35,8971.03,771006.0,89151.0,5302.0,5.95,11.56,0.1,1000.0,Completed,VIP Customers,Kevin Brown,,,2025-05-22T00:00:00Z
868,Brand Keywords Campaign 2024 #868,Search,2025-11-05,2025-12-28,37041.31,33021.41,2731998.0,234582.0,14029.0,5.98,8.59,0.14,,Paused,Homeowners,Amanda Lee,Google Ads,,2025-10-09T00:00:00Z
869,Postcard Campaign 2024,Direct Mail,2025-11-19,2025-12-30,43425.99,33969.81,,,,,,,,Active,"Premium Shoppers, Parents, Frequent Buyers",David Kim,,,2025-10-30T00:00:00Z
870,Brand Keywords Campaign 2023 #870,Search,2025-11-09,2025-12-29,87928.19,66973.44,3683555.0,320747.0,22563.0,7.03,8.71,0.21,1000.0,Active,"First-Time Buyers, Returning Customers",Chris Anderson,Google Ads,,2025-10-10T00:00:00Z
871,Trending Topic Campaign 2024 #871,Social Media,2026-03-17,2026-05-27,75698.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Weekend Browsers,Jessica Martinez,Instagram,Variant A,2026-02-17T00:00:00Z
872,Short Form Video 2025 #872,Video,2025-10-18,2025-11-18,47377.75,40778.12,2910941.0,34245.0,842.0,2.46,1.18,1.19,207.51,Completed,Parents,Rachel Green,TikTok,,2025-09-20T00:00:00Z
873,Local Search Campaign 2023 #873,Search,2025-10-29,2026-01-04,46224.15,39715.44,5419859.0,355798.0,35182.0,9.89,6.56,0.11,1000.0,Active,"Lapsed Customers, Gen Z 18-24",Stephanie Davis,Google Ads,,2025-10-06T00:00:00Z
874,Product Launch Announcement 2023 #874,Email,2024-11-26,2025-02-01,9590.84,7897.65,1165923.0,72388.0,4078.0,5.63,6.21,0.11,1000.0,Completed,"Budget Conscious, Millennials 25-34, Parents",Chris Anderson,,,2024-11-01T00:00:00Z
875,Influencer Partnership 2025 #875,Social Media,2026-02-12,2026-03-24,80995.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Fashion Forward, VIP Customers",Andrew Thompson,Meta Ads,,2026-01-15T00:00:00Z
876,Holiday Video Push 2023,Video,2025-08-12,2025-09-22,81102.69,70842.41,3720659.0,84897.0,3854.0,4.54,2.28,0.83,1000.0,Completed,Budget Conscious,Sarah Johnson,Google Ads,Variant A,2025-08-08T00:00:00Z
877,Q2 SMS Blast 2023,SMS,2024-12-29,2025-03-21,1624.72,1381.9,225272.0,26535.0,1192.0,4.49,11.78,0.05,1000.0,Completed,"Weekend Browsers, Millennials 25-34, Parents",Nicole Taylor,,,2024-12-22T00:00:00Z
878,Product Launch Announcement 2023 #878,Email,2025-05-04,2025-07-03,4459.11,4278.88,342906.0,25782.0,608.0,2.36,7.52,0.17,1000.0,Completed,Holiday Shoppers,Jessica Martinez,,Variant B,2025-04-16T00:00:00Z
879,Birthday Special Campaign 2023 #879,Email,2024-11-11,2025-01-03,5560.21,5423.41,554899.0,23081.0,1623.0,7.03,4.16,0.23,1000.0,Completed,"VIP Customers, Cart Abandoners",Jessica Martinez,,,2024-10-23T00:00:00Z
880,Winter Newsletter Campaign 2024 #880,Email,2025-11-29,2026-03-11,3008.66,712.81,42149.0,452.0,12.0,2.65,1.07,1.58,248.62,Active,"New Customers, Desktop Users, High LTV Customers",Kevin Brown,,,2025-11-10T00:00:00Z
881,High Intent Keywords 2024 #881,Search,2025-03-21,2025-04-21,88715.2,73419.58,8358472.0,792727.0,21298.0,2.69,9.48,0.09,1000.0,Completed,"Budget Conscious, Cart Abandoners, Holiday Shoppers",Stephanie Davis,Google Ads,Variant A,2025-03-12T00:00:00Z
882,Weekly Deals Newsletter 2024 #882,Email,2024-10-25,2024-12-28,5260.28,4871.26,431972.0,32747.0,1247.0,3.81,7.58,0.15,1000.0,Completed,"Returning Customers, Millennials 25-34",Sarah Johnson,,,2024-10-03T00:00:00Z
883,Summer Newsletter Campaign 2024 #883,Email,2025-03-22,2025-06-06,3285.56,3443.44,504981.0,29039.0,1341.0,4.62,5.75,0.12,1000.0,Completed,"Homeowners, Social Followers, Premium Shoppers",Chris Anderson,,Variant A,2025-03-13T00:00:00Z
884,Spring Catalog Mailing 2025,Direct Mail,2025-05-21,2025-07-10,40899.37,40412.44,,,,,,,,Completed,"Lapsed Customers, Returning Customers, High LTV Customers",Amanda Lee,,,2025-05-07T00:00:00Z
885,Native Advertising 2025 #885,Display,2025-03-18,2025-05-19,2418.55,2416.41,192542.0,1181.0,33.0,2.79,0.61,2.05,308.72,Completed,New Customers,Jessica Martinez,Google Ads,,2025-02-26T00:00:00Z
886,Customer Win-Back Email 2024 #886,Email,2024-10-31,2024-12-26,7037.24,6679.77,539635.0,6961.0,74.0,1.06,1.29,0.96,-14.93,Completed,"Tech Enthusiasts, Mobile Users, Fashion Forward",Kevin Brown,,,2024-10-04T00:00:00Z
887,Flash Sale Alert 2023 #887,Email,2026-01-07,2026-02-25,6421.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Returning Customers,James Miller,,Variant B,2026-01-02T00:00:00Z
888,Dynamic Search Ads 2023 #888,Search,2025-12-16,2026-03-03,96967.66,9687.7,524386.0,47475.0,2826.0,5.95,9.05,0.2,,Paused,"Fashion Forward, Tech Enthusiasts, Cart Abandoners",Michael Chen,Google Ads,,2025-11-22T00:00:00Z
889,High Intent Keywords 2024 #889,Search,2025-06-11,2025-07-01,66723.62,55014.39,9412256.0,855166.0,55749.0,6.52,9.09,0.06,1000.0,Completed,Social Followers,Laura Garcia,Google Ads,Variant A,2025-05-15T00:00:00Z
890,Flash Sale Alert 2023 #890,Email,2025-12-09,2026-02-21,2995.27,633.73,83762.0,4429.0,276.0,6.23,5.29,0.14,1000.0,Active,"Loyalty Members, Holiday Shoppers, VIP Customers",David Kim,,,2025-11-11T00:00:00Z
891,Tutorial Video Ads 2025 #891,Video,2025-12-01,2026-01-31,4795.14,1639.19,273023.0,1680.0,9.0,0.54,0.62,0.98,55.54,Active,Desktop Users,Emily Rodriguez,Meta Ads,,2025-11-09T00:00:00Z
892,Flash Sale Alert 2024 #892,Email,2025-12-02,2026-01-11,2808.0,487.89,52196.0,2920.0,57.0,1.95,5.59,0.17,,Cancelled,"Parents, Holiday Shoppers",James Miller,,,2025-11-07T00:00:00Z
893,Local Search Campaign 2023 #893,Search,2025-12-17,2026-03-05,28308.25,2438.65,169773.0,13760.0,839.0,6.1,8.1,0.18,1000.0,Active,"Email Engaged, Lapsed Customers",Amanda Lee,Google Ads,Variant B,2025-11-25T00:00:00Z
894,Competitor Conquest 2024 #894,Search,2025-12-18,2026-01-30,31293.71,4531.44,263287.0,13196.0,1116.0,8.46,5.01,0.34,,Paused,Premium Shoppers,Brian Wilson,Google Ads,,2025-12-02T00:00:00Z
895,New Arrivals Newsletter 2024 #895,Email,2026-01-11,2026-03-24,4315.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Holiday Shoppers, Newsletter Subscribers",Amanda Lee,,,2025-12-13T00:00:00Z
